ags,57053836,-174,62,9682,69,-36,132
ags,57053837,-179,67,9736,63,-24,134
ags,57053838,-157,132,9660,82,-20,130
ags,57053839,-179,101,9665,84,-40,109
ags,57053840,-120,91,9746,68,-41,108
ags,57053841,-169,144,9692,69,-35,124
ags,57053842,-206,67,9741,69,-30,121
ags,57053843,-164,1,9587,76,-10,114
ags,57053844,-89,60,9621,67,-5,114
ags,57053845,-113,16,9565,65,-17,130
ags,57053846,-147,74,9643,76,-21,127
ags,57053847,-208,67,9641,75,-28,126
ags,57053848,-223,87,9648,66,-24,127
ags,57053849,-172,69,9738,60,-17,124
ags,57053850,-152,52,9741,59,-13,146
ags,57053851,-147,67,9643,56,-14,142
ags,57053852,-174,47,9616,49,-20,127
ags,57053853,-216,33,9614,54,-23,134
ags,57053854,-225,62,9553,69,-33,141
ags,57053855,-150,55,9655,63,-36,120
ags,57053856,-201,11,9672,54,-11,139
ags,57053857,-211,87,9697,57,-22,156
ags,57053858,-220,104,9609,69,-36,149
ags,57053859,-184,74,9606,47,-28,125
ags,57053860,-155,69,9601,51,-12,96
ags,57053861,-169,112,9562,57,-33,109
ags,57053862,-157,72,9684,63,-33,124
ags,57053863,-176,74,9716,70,-18,130
ags,57053864,-206,74,9648,66,-23,128
ags,57053865,-162,47,9658,60,-40,131
ags,57053866,-159,28,9680,50,-29,115
ags,57053867,-150,43,9633,59,-35,116
ags,57053868,-120,38,9616,73,-43,124
ags,57053869,-137,50,9645,61,-22,136
ags,57053870,-133,82,9631,53,-21,129
ags,57053871,-120,65,9636,63,-21,124
ags,57053872,-196,52,9645,69,-17,130
ags,57053873,-145,62,9697,65,-28,124
ags,57053874,-142,43,9577,52,-30,122
ags,57053875,-125,57,9702,66,-39,123
ags,57053876,-120,72,9687,60,-26,115
ags,57053877,-194,89,9650,53,-16,128
ags,57053878,-145,91,9631,53,-17,140
ags,57053879,-164,52,9614,72,-29,135
ags,57053880,-206,99,9611,78,-23,134
ags,57053881,-220,134,9628,80,-27,140
ags,57053882,-142,55,9621,79,-39,125
ags,57053883,-184,101,9592,82,-49,123
ags,57053884,-155,82,9653,77,-54,141
ags,57053885,-198,65,9592,63,-40,142
ags,57053886,-128,43,9641,59,-30,124
ags,57053887,-128,33,9731,56,-39,119
